"","state","age","cit","sex","educ","race","hisp","pwsswgt"
"56089",45,42,4,2,2,2,1,3923.6362
"56090",15,78,1,1,5,4,2,763.4047
"56091",15,57,1,2,5,4,2,791.6343
"56092",15,53,1,1,5,4,2,687.8125
"56093",15,32,1,2,2,1,2,1140.3652
"56094",15,40,1,1,5,1,2,923.897
"56095",26,60,1,1,2,1,2,4670.8412
"56096",26,61,1,2,2,1,2,4303.0464
"56097",26,56,1,2,4,1,2,4538.4614
"56098",26,54,1,1,4,1,2,4305.4308
"56099",26,35,1,1,2,1,2,4722.6597
"56100",26,61,4,1,2,1,2,3498.5701
"56101",26,55,1,2,3,1,2,4372.4074
"56102",26,39,1,2,2,2,2,3874.1602
"56103",26,40,1,2,5,1,2,6156.8376
"56104",26,38,1,2,5,1,2,6087.6342
"56105",12,65,1,2,3,1,2,4598.1908
"56106",16,85,1,2,5,1,2,702.2122
"56107",42,65,1,1,2,1,2,3757.3114
"56108",42,62,1,2,2,1,2,3865.8666
"56109",12,42,1,1,2,1,2,5886.8733
"56110",12,44,1,2,2,1,2,6092.6941
"56111",12,47,4,2,7,1,2,5989.9119
"56112",12,36,1,2,5,1,2,5166.9129
"56113",2,48,1,2,5,1,2,634.3708
"56114",42,69,1,2,5,2,2,3535.0758
"56115",22,41,1,2,5,1,2,1602.3183
"56116",22,41,1,1,7,1,2,1963.7477
"56117",12,36,1,1,4,1,2,4369.8345
"56118",12,34,1,2,5,1,2,5854.2244
"56119",22,62,1,1,1,2,2,1902.6031
"56120",26,62,1,1,2,1,2,3206.1819
"56121",26,44,1,1,5,1,2,4779.8818
"56122",26,39,1,2,6,1,2,4108.8853
"56123",26,71,1,2,2,1,2,3687.2498
"56124",26,58,1,2,2,1,2,4243.0004
"56125",26,58,1,1,2,1,2,4095.0055
"56126",26,30,1,1,5,1,2,4330.9242
"56127",26,25,1,2,5,1,2,3877.3642
"56128",6,34,1,1,4,1,2,4407.1856
"56129",6,55,1,1,2,1,1,4530.2627
"56130",6,51,1,1,2,1,1,5022.3107
"56131",6,47,4,2,2,1,1,3908.2372
"56132",6,64,1,2,4,2,2,4242.2687
"56133",6,85,4,2,5,4,2,3396.2749
"56134",6,21,1,2,3,1,1,5983.6692
"56135",6,53,4,2,2,1,1,3672.1145
"56136",6,58,4,1,2,1,1,5864.9291
"56137",6,22,1,2,3,1,1,5983.6692
"56138",6,68,4,2,3,1,2,4139.3361
"56139",6,62,1,1,4,1,2,4323.1609
"56140",6,58,1,1,4,1,1,5112.7323
"56141",6,56,1,2,4,1,1,5294.7735
"56142",6,59,4,1,6,4,2,5740.4227
"56143",6,58,4,2,6,4,2,5541.7109
"56144",6,80,4,1,3,1,2,3660.6409
"56145",6,80,1,2,2,1,1,3831.9962
"56146",6,54,1,1,5,1,1,4638.1747
"56147",6,30,1,2,2,1,1,4262.8613
"56148",6,30,1,1,2,1,1,4645.4023
"56149",26,65,1,1,3,1,2,4462.5621
"56150",26,63,1,2,4,1,2,4258.1329
"56151",26,85,1,1,2,1,2,4144.6834
"56152",26,66,1,2,2,1,2,3829.545
"56153",26,29,1,1,3,1,2,4675.9054
"56154",26,25,1,2,4,1,2,3877.3642
"56155",26,65,1,1,6,1,2,3582.1604
"56156",26,65,1,2,5,1,2,4165.5965
"56157",26,35,4,1,5,1,2,4652.5203
"56158",26,32,1,2,5,1,2,7457.7867
"56159",26,30,1,1,6,1,2,5374.8032
"56160",26,44,1,1,4,2,2,5819.4849
"56161",26,40,1,2,5,2,2,5188.927
"56162",26,62,1,2,2,1,2,4151.5151
"56163",26,65,1,1,2,1,2,3847.7444
"56164",22,22,1,1,1,2,2,3100.4459
"56165",22,85,1,2,1,1,2,1427.654
"56166",26,72,1,1,4,1,2,3235.2845
"56167",26,47,1,1,1,1,2,3459.0649
"56168",26,38,1,1,5,1,2,4088.2944
"56169",26,73,4,1,7,4,2,4639.4012
"56170",26,34,1,1,6,4,2,3916.0444
"56171",26,66,1,1,5,1,2,3439.2896
"56172",26,66,1,2,5,1,2,3999.4558
"56173",47,67,1,2,4,1,2,3555.2639
"56174",47,68,1,1,2,1,2,3742.4789
"56175",26,55,1,2,5,1,2,4747.2301
"56176",26,28,1,2,4,1,2,5904.3904
"56177",26,29,1,1,5,1,2,4558.7653
"56178",26,24,1,1,5,1,2,5753.9029
"56179",26,35,1,2,4,1,2,3834.8156
"56180",26,37,1,1,4,1,2,4258.1255
"56181",12,60,1,2,2,1,2,4478.738
"56182",12,27,1,2,6,1,2,5560.9373
"56183",12,59,4,2,2,1,1,4511.6771
"56184",12,61,4,1,2,1,1,4955.7123
"56185",12,26,1,1,3,1,1,4245.1873
"56186",2,54,3,2,3,4,2,577.3678
"56187",2,18,3,1,1,4,2,591.5298
"56188",2,60,1,1,5,4,2,612.0661
"56189",12,85,1,2,3,1,2,3653.4937
"56190",22,63,2,2,3,1,1,2168.9741
"56191",26,60,1,1,2,2,2,6344.0272
"56192",26,59,1,1,8,1,2,3604.9959
"56193",26,20,1,1,3,1,2,4989.8109
"56194",28,76,1,2,2,1,2,1081.3903
"56195",26,66,1,2,4,1,2,4922.0296
"56196",26,40,1,2,4,1,2,3850.5283
"56197",26,41,1,1,2,1,2,4918.6551
"56198",28,68,1,2,3,1,2,920.919
"56199",28,78,1,1,2,1,2,932.7296
"56200",28,31,1,1,2,1,2,1944.1497
"56201",26,18,1,1,1,1,1,4376.1624
"56202",26,30,1,1,1,1,1,5111.5948
"56203",26,25,1,2,2,1,1,5205.0455
"56204",26,31,1,2,2,1,1,4961.3638
"56205",26,57,1,2,4,2,2,6104.2841
"56206",26,65,1,1,3,2,2,4865.1529
"56207",26,36,1,2,2,2,2,4942.4065
"56208",26,18,1,2,1,2,2,3773.9846
"56209",26,66,4,1,5,4,2,3265.1896
"56210",26,61,4,2,2,4,2,4555.9481
"56211",26,72,1,2,2,1,2,4211.6507
"56212",32,51,1,1,2,1,1,2354.9316
"56213",32,37,1,2,2,1,1,2262.3047
"56214",32,20,1,1,1,1,1,2822.9682
"56215",32,72,1,2,3,1,2,1896.1514
"56216",32,71,1,1,2,1,2,2021.7085
"56217",42,53,1,1,2,1,2,5501.3041
"56218",42,19,1,1,2,1,2,6304.025
"56219",26,80,1,1,3,1,2,2901.214
"56220",26,34,1,1,2,1,2,5062.4391
"56221",29,63,1,1,2,1,2,4990.0587
"56222",26,68,1,2,3,1,2,3829.545
"56223",26,54,1,2,4,2,2,7239.654
"56224",26,72,1,2,5,1,2,3472.9602
"56225",26,73,1,1,6,1,2,3106.2484
"56226",36,80,4,1,2,2,2,5883.4327
"56227",1,57,1,1,3,2,2,2755.5755
"56228",1,20,1,2,3,2,2,3810.9771
"56229",1,26,1,2,3,2,2,3495.3546
"56230",23,56,1,1,3,1,2,1421.982
"56231",23,57,1,2,4,1,2,1337.6214
"56232",36,40,1,1,5,1,2,5800.3216
"56233",50,61,1,2,2,1,2,372.7214
"56234",50,60,1,1,2,1,2,399.9897
"56235",50,19,1,1,2,1,2,489.3243
"56236",23,73,1,2,5,1,2,1157.8358
"56237",36,69,1,2,2,1,2,3933.9199
"56238",36,63,1,1,6,1,2,4443.0638
"56239",42,65,1,2,6,1,2,4636.0019
"56240",12,77,1,1,5,1,2,4216.3854
"56241",12,71,1,2,6,1,2,4285.9599
"56242",36,62,1,1,2,1,2,4481.6916
"56243",36,59,1,2,2,1,2,4552.4314
"56244",28,57,1,2,2,1,2,1454.0812
"56245",28,60,1,1,2,1,2,1502.7584
"56246",19,44,1,1,8,1,2,2146.6462
"56247",54,62,1,2,2,1,2,676.3502
"56248",54,24,1,1,2,1,2,932.7133
"56249",36,85,1,2,3,1,2,3407.2172
"56250",49,65,1,2,3,1,2,1571.5545
"56251",49,71,1,1,2,1,2,1660.4448
"56252",36,58,1,1,4,1,2,6638.4862
"56253",36,52,1,2,4,1,2,5807.5582
"56254",36,54,1,2,1,1,1,4181.7432
"56255",36,80,2,2,1,1,1,3841.262
"56256",17,39,1,1,7,1,1,4593.6177
"56257",17,37,1,2,7,1,1,4721.2331
"56258",48,76,1,1,2,1,2,3243.0945
"56259",48,72,1,2,2,1,2,3343.9948
"56260",22,55,1,1,3,1,2,2867.6919
"56261",22,47,4,2,5,1,1,2390.7986
"56262",36,35,4,2,2,3,1,6055.7663
"56263",36,37,1,1,5,2,2,7383.7892
"56264",36,85,1,2,3,1,2,3360.9124
"56265",36,85,4,1,1,1,2,4890.2974
"56266",36,45,1,1,4,2,2,8632.3474
"56267",36,49,1,2,5,1,2,5338.3305
"56268",36,30,1,1,6,1,2,7390.2626
"56269",36,30,1,2,6,1,2,6599.6397
"56270",49,63,4,1,6,1,2,1751.8055
"56271",49,62,1,2,3,1,2,1630.0201
"56272",49,21,1,1,3,1,2,1959.2095
"56273",49,59,1,2,3,1,2,1740.9205
"56274",49,59,1,1,3,1,2,2216.0326
"56275",54,53,1,1,4,1,2,744.7204
"56276",33,45,1,1,5,1,2,902.4812
"56277",33,45,1,2,5,1,2,1108.2686
"56278",33,19,1,1,2,1,2,1655.9726
"56279",36,43,2,1,5,1,1,5813.4132
"56280",36,74,2,1,1,1,1,4754.9668
"56281",56,19,1,2,2,1,1,440.7617
"56282",56,19,1,1,3,1,1,515.1455
"56283",37,38,1,1,3,1,2,3584.7283
"56284",37,37,1,2,4,1,2,3289.5805
"56285",37,68,1,1,2,1,2,3398.0798
"56286",37,64,1,2,2,1,2,3608.8551
"56287",26,34,1,2,4,1,2,7024.3673
"56288",26,35,1,1,2,1,2,4853.8498
"56289",26,64,4,2,6,1,2,3889.7209
"56290",26,44,1,1,3,1,2,4449.0776
"56291",31,29,1,1,4,1,2,1381.0434
"56292",31,28,1,2,3,1,2,1749.4379
"56293",36,38,1,1,5,4,2,3665.4108
"56294",36,74,4,2,5,4,2,5259.8304
"56295",36,69,1,1,4,1,2,3859.7308
"56296",36,66,1,2,4,1,2,3705.0589
"56297",5,69,1,2,2,2,2,1685.9874
"56298",22,70,1,1,5,1,2,1811.82
"56299",22,66,1,2,2,1,2,1738.355
"56300",42,66,1,2,2,1,2,4245.9223
"56301",48,59,1,1,3,1,2,4629.1498
"56302",51,80,1,1,2,1,2,2915.7926
"56303",36,49,1,1,5,1,2,4702.1119
"56304",36,49,1,2,6,1,2,4899.1144
"56305",6,44,1,1,2,1,1,4718.2957
"56306",6,75,4,2,1,1,1,3764.2956
"56307",6,72,1,2,5,1,1,4340.8623
"56308",6,85,1,1,4,1,2,3236.2227
"56309",28,85,1,1,2,1,2,996.4318
"56310",28,85,1,2,2,1,2,1099.7401
"56311",48,68,1,1,6,1,2,3313.6785
"56312",48,18,1,2,2,1,2,4031.4713
"56313",21,40,1,1,5,1,2,4350.8431
"56314",21,37,1,2,5,4,2,4146.924
"56315",54,80,1,1,7,1,2,668.946
"56316",54,80,1,2,5,1,2,714.5167
"56317",8,58,1,2,6,1,2,3994.729
"56318",8,55,1,1,5,1,2,4498.2372
"56319",8,22,1,2,2,1,2,6438.2847
"56320",8,19,1,2,2,1,2,5634.1594
"56321",18,71,1,1,5,1,2,3626.5949
"56322",18,69,1,2,5,1,2,3238.9197
"56323",36,34,1,2,6,1,2,6405.502
"56324",36,28,1,2,5,1,2,5310.1627
"56325",22,68,1,2,5,1,2,1662.2175
"56326",48,41,1,2,3,1,1,6043.096
"56327",48,47,4,1,4,1,1,6423.8873
"56328",48,20,1,2,3,1,1,7261.2267
"56329",41,64,1,1,4,1,2,2827.224
"56330",50,55,1,2,3,1,2,446.5046
"56331",50,54,1,1,4,1,2,457.4198
"56332",26,46,1,2,6,1,2,4299.8645
"56333",26,46,1,1,2,1,2,4311.6213
"56334",42,68,3,2,5,2,2,3535.0758
"56335",17,40,1,1,5,1,2,4306.3959
"56336",17,39,3,2,5,1,2,4716.6934
"56337",55,62,1,2,3,1,2,3440.2472
"56338",55,69,1,1,2,3,2,3673.0382
"56339",55,26,1,1,2,3,2,7437.6046
"56340",36,68,4,2,2,4,2,5372.5163
"56341",36,41,4,2,5,4,2,4418.1822
"56342",36,69,1,1,3,3,2,4607.069
"56343",36,25,1,2,3,1,2,5568.3805
"56344",36,55,1,1,2,1,2,5013.9994
"56345",36,52,1,2,6,1,2,4524.9005
"56346",36,24,1,1,3,1,2,6633.0856
"56347",36,21,1,1,3,1,2,6633.0856
"56348",36,27,1,1,5,1,2,5354.2101
"56349",45,42,4,1,6,1,1,4359.9535
"56350",45,43,4,2,5,1,1,2321.6013
"56351",45,37,1,1,5,1,2,2794.3833
"56352",17,39,1,2,5,1,2,4319.3253
"56353",17,41,1,1,5,1,2,4059.0373
"56354",30,28,1,1,2,1,2,749.0468
"56355",30,36,1,2,1,1,2,593.7998
"56356",6,54,1,2,7,1,2,4393.9937
"56357",12,53,1,1,5,1,2,4716.1117
"56358",12,50,1,2,5,1,2,4849.2938
"56359",36,56,4,1,2,1,2,5011.8527
"56360",36,58,4,2,2,1,2,4204.0414
"56361",36,21,1,1,2,1,2,7298.3492
"56362",36,18,1,2,2,1,2,5500.935
"56363",5,72,1,2,2,1,2,1260.7957
"56364",5,70,1,1,2,1,2,1360.3691
"56365",50,55,1,2,7,1,2,443.2881
"56366",50,58,1,1,7,1,2,457.2426
"56367",50,24,1,2,5,1,2,749.3537
"56368",30,45,1,1,8,1,2,551.5317
"56369",30,41,1,2,4,1,2,655.842
"56370",36,52,1,2,3,1,2,4077.84
"56371",36,54,1,1,4,1,2,4274.5461
"56372",36,23,1,1,4,1,2,6697.8706
"56373",36,37,1,1,5,1,2,5295.1916
"56374",36,66,4,2,1,1,1,5584.5917
"56375",30,30,1,1,2,1,2,728.554
"56376",30,31,1,2,5,1,2,720.2164
"56377",21,55,3,2,5,1,2,5201.2435
"56378",21,59,1,1,5,1,2,5249.8702
"56379",2,68,1,1,3,1,2,618.4867
"56380",6,28,4,1,3,1,1,5301.2578
"56381",6,65,4,2,1,1,1,3858.1114
"56382",6,66,4,1,2,1,1,4024.0412
"56383",12,76,1,2,2,1,2,4110.7739
"56384",12,75,1,2,3,1,2,4110.7739
"56385",32,85,4,2,5,4,2,2446.7545
"56386",30,60,1,1,5,1,2,555.1667
"56387",12,66,1,1,6,1,1,5395.2481
"56388",12,68,1,2,5,1,1,4485.255
"56389",33,69,1,1,1,1,2,1088.8842
"56390",33,56,1,2,4,1,2,1180.3836
"56391",9,66,1,2,5,1,2,3190.8406
"56392",9,68,1,1,3,1,2,3097.2956
"56393",33,57,1,1,1,1,2,1149.3467
"56394",33,66,1,2,3,1,2,931.1943
"56395",33,85,1,2,2,1,2,856.3376
"56396",33,38,1,1,3,1,2,1223.9089
"56397",53,75,1,1,5,1,2,4217.565
"56398",51,64,1,1,2,1,2,4705.7477
"56399",51,64,1,2,2,1,2,4747.0442
"56400",13,80,1,2,6,1,2,3439.6925
"56401",13,80,1,1,6,1,2,3302.731
"56402",53,75,1,2,4,1,2,3074.3102
"56403",53,76,1,1,5,1,2,3105.5678
"56404",33,65,1,2,6,1,2,1004.0787
"56405",33,68,1,1,5,1,2,901.6588
"56406",16,80,1,2,6,1,2,743.9899
"56407",16,50,1,1,2,1,2,1002.71
"56408",16,45,1,2,3,1,2,1022.6936
"56409",36,70,1,1,4,1,2,4579.9503
"56410",35,48,1,2,8,1,2,1421.7564
"56411",35,48,1,1,6,1,2,1140.7786
"56412",11,25,1,2,5,2,2,941.9368
"56413",48,34,1,2,2,2,2,8852.0177
"56414",36,73,1,1,6,1,2,4288.6563
"56415",51,40,1,2,5,1,2,3969.2145
"56416",51,40,1,1,5,1,2,5755.6839
"56417",36,50,4,1,5,1,2,4084.5888
"56418",36,50,1,2,5,1,2,3728.4771
"56419",36,24,1,2,5,1,2,6024.6615
"56420",36,20,1,2,3,1,2,6024.6615
"56421",36,19,1,1,3,1,2,6149.5173
"56422",36,19,1,1,3,1,2,6149.5173
"56423",6,27,1,1,3,1,1,3685.8933
"56424",44,44,1,2,6,2,2,2579.9553
"56425",44,40,1,1,5,2,2,2683.6167
"56426",48,59,1,1,2,1,2,4335.07
"56427",48,34,1,1,1,1,2,4893.3933
"56428",36,70,1,2,7,1,2,3328.217
"56429",36,70,1,1,6,1,2,3606.1357
"56430",42,49,1,2,6,1,2,4187.4593
"56431",42,49,1,1,2,2,2,4991.4848
"56432",42,20,1,2,3,1,2,5480.1524
"56433",15,80,1,2,4,4,2,788.7008
"56434",15,80,1,1,4,4,2,925.4049
"56435",34,85,1,1,6,1,2,3143.6067
"56436",34,85,1,2,6,1,2,3189.538
"56437",54,51,1,1,2,1,2,792.9299
"56438",54,46,1,2,2,1,2,801.5239
"56439",36,43,1,2,5,1,2,4928.5417
"56440",42,25,1,2,6,1,2,4866.5678
"56441",42,22,1,2,3,1,2,5161.6658
"56442",42,20,1,1,3,1,2,5780.041
"56443",42,56,1,2,5,1,2,4020.8329
"56444",42,54,1,2,6,1,1,5446.7034
"56445",42,57,1,1,6,1,2,5596.7911
"56446",6,49,1,2,4,1,1,4649.4356
"56447",36,42,1,2,2,1,2,4862.1408
"56448",6,73,1,1,3,2,2,2800.1397
"56449",36,80,1,1,6,1,2,3985.5371
"56450",36,80,1,2,6,1,2,3798.7796
"56451",56,29,1,1,2,1,2,477.3248
"56452",56,35,1,1,2,1,2,420.4587
"56453",56,32,1,2,4,1,2,454.4768
"56454",1,79,1,1,2,1,2,2008.5253
"56455",1,57,1,2,2,1,2,2260.6258
"56456",48,53,1,1,2,2,2,5190.0879
"56457",48,47,1,2,5,2,2,6484.1382
"56458",48,30,1,1,1,1,1,7617.524
"56459",48,29,1,2,1,1,1,5641.3402
"56460",30,54,1,1,2,1,2,562.0456
"56461",36,64,1,1,2,1,2,4442.7809
"56462",36,64,1,2,7,1,2,3998.2453
"56463",46,68,1,2,4,1,2,688.2569
"56464",36,69,1,2,4,1,2,3610.0231
"56465",36,64,1,2,4,1,2,3766.1216
"56466",51,51,1,1,3,1,2,3475.0654
"56467",31,30,1,2,5,1,2,1415.5036
"56468",4,33,1,1,5,1,2,6798.4618
"56469",4,30,1,2,4,1,2,5479.362
"56470",40,76,1,2,2,1,2,1840.1187
"56471",33,62,1,1,6,1,2,867.6704
"56472",33,59,1,2,5,1,2,977.4256
"56473",33,20,1,1,3,1,2,1367.1658
"56474",42,22,1,1,2,1,2,4883.0486
"56475",15,33,1,2,4,1,1,731.0429
"56476",15,33,1,1,5,1,2,0
"56477",48,65,1,1,2,1,2,4651.0939
"56478",48,59,1,2,2,1,2,4926.8354
"56479",48,39,1,2,2,1,2,5731.6113
"56480",13,42,4,1,5,4,2,5170.2025
"56481",13,38,4,2,5,4,2,4506.5618
"56482",23,40,1,2,3,1,2,1592.8506
"56483",23,19,1,2,2,1,2,1847.6482
"56484",33,62,1,2,1,1,2,1151.4342
"56485",42,58,1,2,4,1,2,4404.4195
"56486",42,58,1,1,5,1,2,5250.652
"56487",42,23,1,1,2,1,2,6331.4558
"56488",42,21,1,1,2,1,2,6331.4558
"56489",36,57,1,2,4,1,1,5043.2902
"56490",36,59,4,1,2,1,1,4939.8503
"56491",36,27,1,1,5,1,1,8261.122
"56492",36,85,4,2,1,1,1,4561.2667
"56493",36,70,1,1,2,1,2,4276.5567
"56494",36,70,1,2,1,1,2,4364.3831
"56495",36,35,1,2,4,2,2,3790.4051
"56496",36,37,1,1,2,2,2,6027.9644
"56497",36,80,1,2,5,2,2,4479.6045
"56498",36,51,1,1,4,1,2,4679.3059
"56499",36,49,1,2,3,1,2,4899.1144
"56500",36,31,1,2,2,3,1,5154.6507
"56501",36,28,1,2,2,2,2,6945.6193
"56502",36,26,1,2,3,2,2,6089.3206
"56503",6,61,1,2,1,1,2,4651.6977
"56504",36,35,1,1,3,1,2,5683.3076
"56505",36,63,1,1,2,1,2,4208.4966
"56506",36,62,1,2,2,1,2,4006.7172
"56507",2,79,1,1,1,3,2,768.1326
"56508",36,59,1,1,3,1,2,3470.0578
"56509",36,58,1,2,4,1,2,3335.6632
"56510",36,28,1,2,8,1,2,4997.5651
"56511",36,49,1,2,3,2,2,6230.9731
"56512",36,21,1,2,2,2,2,5709.1566
"56513",36,63,1,1,2,1,2,4663.6129
"56514",36,26,4,1,2,2,2,5727.7692
"56515",23,26,1,1,2,1,2,2057.6399
"56516",23,55,1,2,2,1,2,1771.6706
"56517",33,45,1,2,4,1,1,937.5208
"56518",33,23,1,2,6,1,1,1285.7787
"56519",13,70,1,2,3,1,2,3813.8625
"56520",13,24,1,2,1,1,2,5258.6987
"56521",13,27,1,1,2,1,2,4172.1518
"56522",23,45,1,2,4,1,2,1367.3445
"56523",23,43,1,1,2,1,2,1632.0328
"56524",36,71,1,1,2,1,2,4017.0211
"56525",36,55,1,2,4,1,2,4128.9658
"56526",36,62,1,1,4,1,2,4002.2601
"56527",36,26,1,1,5,1,2,7445.74
"56528",13,30,1,2,6,2,2,7392.646
"56529",13,34,1,1,5,2,2,8102.7813
"56530",36,53,4,1,2,1,2,5792.3136
"56531",36,61,1,1,5,1,2,3769.6633
"56532",36,59,1,2,6,1,2,3889.0053
"56533",36,33,1,1,2,1,2,6960.7674
"56534",36,40,4,1,8,1,2,6930.1467
"56535",36,45,4,2,8,4,2,3963.3349
"56536",36,44,1,2,6,1,2,4861.8313
"56537",36,49,1,1,4,1,2,4312.1359
"56538",53,27,1,1,3,4,2,4682.0959
"56539",53,57,4,2,2,1,1,4132.0983
"56540",53,65,4,1,1,1,1,4285.1392
"56541",53,32,1,1,2,1,1,5878.0591
"56542",4,52,1,2,2,1,1,5202.4874
"56543",4,29,1,1,2,1,1,5419.597
"56544",4,20,1,1,1,1,1,6222.6555
"56545",4,27,1,1,2,1,1,5419.597
"56546",4,73,1,2,2,1,2,3892.5374
"56547",36,85,1,2,2,1,2,3437.0928
"56548",34,29,1,2,6,1,2,5896.6532
"56549",34,30,1,1,7,1,2,8661.2045
"56550",36,85,1,2,2,1,2,3754.6989
"56551",36,65,1,2,6,1,2,4279.4125
"56552",36,61,1,1,1,1,2,3672.9704
"56553",36,67,1,2,4,1,2,3610.0231
"56554",36,38,1,1,1,1,2,6023.1821
"56555",36,39,1,2,2,1,2,5159.1026
"56556",36,59,1,2,5,1,2,4165.1699
"56557",36,40,1,2,5,1,2,4457.9828
"56558",36,39,1,1,5,1,2,5326.8251
"56559",36,43,1,2,6,1,2,4737.124
"56560",36,45,1,1,3,1,2,4201.5284
"56561",36,51,1,1,2,1,1,5743.3823
"56562",36,77,1,1,2,1,1,4488.5442
"56563",36,29,1,2,2,1,1,5865.8644
"56564",36,67,1,2,2,1,2,3849.6732
"56565",36,74,1,1,2,1,2,5932.3403
"56566",36,72,1,2,2,1,2,5208.1487
"56567",36,38,1,1,5,1,2,5295.1916
"56568",36,59,1,2,6,1,2,4204.0414
"56569",36,39,4,2,2,2,2,4380.2006
"56570",36,80,1,2,2,1,2,3102.746
"56571",36,51,1,2,5,1,2,3761.1696
"56572",36,54,1,1,8,1,2,4120.4038
"56573",36,27,1,1,4,1,2,7074.5132
"56574",36,73,1,1,3,1,2,4240.6724
"56575",36,70,1,2,3,1,2,3860.2913
"56576",36,72,4,2,4,2,2,4310.5661
"56577",36,43,1,2,5,1,1,4640.7056
"56578",33,29,1,1,4,1,2,1816.0148
"56579",33,28,1,2,2,1,2,1465.6013
"56580",33,61,1,2,2,1,2,1108.1131
"56581",33,61,1,1,2,2,2,1212.1716
"56582",33,45,1,1,8,1,2,902.4812
"56583",33,52,1,2,4,1,2,1194.1648
"56584",33,28,1,1,4,1,2,1676.8049
"56585",33,25,3,1,2,1,2,1676.8049
"56586",53,62,1,2,5,1,2,3217.1077
"56587",53,64,1,1,5,1,2,3764.214
"56588",36,69,1,2,6,1,2,5564.9363
"56589",35,55,1,1,4,3,1,1571.3546
"56590",35,66,1,1,5,3,1,1545.4427
"56591",35,80,4,2,1,1,1,1164.3899
"56592",45,52,4,2,4,1,1,2417.4413
"56593",36,53,1,2,2,1,2,3421.7131
"56594",36,85,1,2,6,1,2,4882.6002
"56595",36,57,4,2,5,2,2,5314.996
"56596",36,26,1,1,4,2,2,5021.7022
"56597",36,24,1,2,4,3,1,6072.8064
"56598",36,36,4,1,2,3,1,4841.9364
"56599",36,51,4,2,2,3,1,3823.8485
"56600",36,25,1,1,5,1,2,6676.8894
"56601",36,80,1,2,3,1,2,3825.8253
"56602",36,46,1,1,5,1,2,5168.5924
"56603",36,43,1,2,5,1,2,6132.7037
"56604",36,19,1,1,4,1,2,6839.098
"56605",36,52,1,1,2,1,2,4643.1822
"56606",36,53,1,2,4,1,2,4431.5108
"56607",36,19,1,1,2,1,2,6173.8176
"56608",36,57,4,1,2,1,2,4977.2545
"56609",36,53,4,2,2,1,2,4844.4718
"56610",55,62,1,2,2,1,2,4241.642
"56611",36,67,1,2,2,1,2,3610.0231
"56612",36,71,1,2,1,1,2,2929.8165
"56613",36,77,1,2,2,1,2,3102.746
"56614",36,80,1,1,2,1,2,3106.2798
"56615",36,62,1,1,3,1,2,4366.4569
"56616",36,53,1,2,3,1,2,4152.6101
"56617",33,59,1,1,5,1,2,1206.611
"56618",53,60,1,2,5,1,2,3717.3719
"56619",56,76,1,1,5,1,2,298.2408
"56620",56,75,1,2,2,1,2,283.3985
"56621",6,35,1,2,7,1,2,3477.1552
"56622",6,42,1,1,5,4,2,3678.5622
"56623",26,80,1,1,5,1,2,3165.7906
"56624",26,80,1,2,6,1,2,3830.7332
"56625",26,28,1,2,3,1,2,4647.0699
"56626",36,25,1,2,1,1,2,5617.2059
"56627",36,76,1,1,3,1,2,3621.5702
"56628",36,71,1,2,5,1,2,3626.5988
"56629",26,26,1,2,2,1,2,5635.7138
"56630",26,31,1,1,2,1,2,4695.1423
"56631",36,49,1,2,7,1,2,4123.8115
"56632",36,27,1,2,5,1,2,4776.0907
"56633",6,42,1,1,5,2,2,8596.8169
"56634",6,36,1,2,6,1,2,3657.3585
"56635",6,61,1,2,2,1,2,3592.5651
"56636",6,64,1,2,3,1,2,3447.4455
"56637",6,31,1,2,5,1,2,4456.6421
"56638",6,29,3,1,5,1,2,4954.1873
"56639",6,20,1,1,2,1,2,0
"56640",6,20,1,2,3,1,1,3660.1345
"56641",6,29,1,2,3,1,1,4179.095
"56642",6,18,1,2,1,1,1,4351.3253
"56643",36,35,1,1,5,1,2,4987.4543
"56644",36,47,4,1,6,1,2,4585.2972
"56645",36,74,1,2,6,2,2,4310.5661
"56646",36,27,1,1,6,1,2,6231.8575
"56647",36,61,1,1,6,1,2,5561.8883
"56648",36,41,1,1,6,1,2,4522.2415
"56649",36,44,1,1,5,4,2,4685.6271
"56650",36,80,4,2,1,4,2,5259.8304
"56651",36,64,1,2,5,2,2,4923.5156
"56652",36,61,1,1,2,2,2,5717.2648
"56653",36,52,1,2,2,1,2,5211.9423
"56654",36,28,1,1,2,1,2,6534.8385
"56655",36,27,1,1,2,1,2,6534.8385
"56656",36,57,1,1,5,2,2,6413.1734
"56657",36,58,1,2,2,2,1,5468.9843
"56658",36,29,1,1,2,2,1,4678.5828
"56659",36,20,1,1,3,1,1,4261.9111
"56660",36,25,1,2,1,1,1,5263.399
"56661",36,67,1,1,2,2,2,4857.395
"56662",36,66,1,1,5,2,2,4409.6104
"56663",36,27,1,1,2,4,2,3113.0905
"56664",36,65,1,2,7,4,2,4954.1482
"56665",36,55,1,1,1,4,2,5659.0033
"56666",36,61,1,1,3,1,2,4368.1406
"56667",36,40,1,1,7,1,2,4522.2415
"56668",36,37,1,2,7,1,2,5291.3533
"56669",36,85,1,2,5,1,2,4427.0535
"56670",36,26,1,2,5,2,1,7286.962
"56671",36,42,1,2,3,1,2,4461.8196
"56672",36,45,1,2,2,1,2,5201.4009
"56673",36,43,1,2,4,1,2,4461.8196
"56674",36,69,1,2,8,1,2,3718.3245
"56675",36,71,1,1,7,1,2,4264.8805
